Category,Subcategory,ID,Indoor Sowing,Outdoor sowing,Harvest,Explanations,Type,Colour,Fruit Size,Use,Other Attributes,Shape,Fruit Weight,Name,Bloom,Description
en,vegetablescat=1666,11,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,null,"short, triangular",,,,,,,LILA,null,"LUZI
pa40
High-yield chili with purple flowers and leaves. During the ripening process, the fruits change color from purple to yellow, orange and red. When fully ripe, the chilies are medium hot. Particularly attractive as a pot plant
Fruit type: short, triangular"
en,vegetablescat=1666,12,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",pointed,,,,,,,ORO,null,"pa20
Early variety, colour changes from light-green to bright-orange during ripening. Semi-pointed, elongated fruit shape with mild, sweet taste. Can be grown outdoors in mild climatic conditions.
Fruit type: pointed"
en,vegetablescat=1666,13,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,null,pointed rounded,,,,,,,POSITANO,null,"RS
pa46
Inflorescences grow in upright clusters and mature from green to red. The fruits are 6-8 cm long and about 2 cm wide. Can be conveniently harvested in bunches and will continue to ripen. Also suitable for chili powder. Medium hot.
Fruit type: pointed rounded"
en,vegetablescat=1666,14,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,null,"elongated, blocky",,,,,,,QUADRATO,null,"D'ASTI GIALLO RS
pa28
Vigorous growing and good cropping variety by Reinsaat. Large, elongated, somewhat square-shaped fruit, colour changes from green to dark-yellow during ripening. For protected cultivation. Can be grown outdoors in mild climatic conditions.
Fruit type: elongated, blocky"
en,vegetablescat=1666,15,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,null,"elongated, blocky",,,,,,,QUADRATO,null,"D'ASTI ROSSO RS
pa27
This selection by the organic seed company Reinsaat from Austria grows vigorously and provides a good crop. Large, elongated, somewhat square-shaped fruit. For protected cultivation. Can be grown outdoors in mild climatic conditions.
Fruit type: elongated, blocky"
en,vegetablescat=1666,16,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",pointed,,,,,,,ROSSO,null,"pa10
Early variety, colour changes from dark-green to bright-red during ripening. Semi-pointed, elongated fruit shape with mild, sweet taste. Can be grown outdoors in mild climatic conditions.
Fruit type: pointed"
en,vegetablescat=1666,17,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,null,bell,,,,,,,SWEET,null,"JULIE
pa72
High-yield early mini pepper. The shiny, bell-shaped fruit turn yellow when ripe. Suitable for outdoor cultivation in warm climates. Tasty pepper, great for snacks. Variety bred by Sativa.
Fruit type: bell"
en,vegetablescat=1666,18,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","pointed, narrow",,,,,,,TEQUILA,null,"SUNRISE
 pa79
Low variety with small, 10 cm long fruit, which change colour from dark-green to golden-yellow during ripening. Fruit half-upright on plants.
Fruit type: pointed, narrow"
en,vegetablescat=1666,19,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","pointed, narrow",,,,,,,WIESER,null,"MILDER
 pa78
Vigorous tall variety with a multitute of small, approx. 12 cm long, mild fruit, which change from dark-green to red during ripening. Very suitable for pickling, or drying, or for the production of mild sweet chili powder.
Fruit type: pointed, narrow"
en,vegetablescat=1666,20,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,null,blocky,,,,,,,YOLO,null,"WONDER
pa26
Large, square-shaped, thick-fleshed fruit, which changes colour during ripening from dark-green to red. Good cropper, with aromatic taste.
Fruit type: blocky"
